the_geom,cartodb_id,location_zipcode,precinct,neighborhood_services_district,city_council_district,fire_district,source,location_street_name,land_usage,ward,neighborhood,police_district,pwd_district,location,department,queue,type,reason,subject,case_title,closure_reason,case_status,closed_dt,open_dt,longitude,latitude,case_enquiry_id
0101000020E610000012C2A38D23C451C033FE7DC685274540,288,2125,1504,8,3,7,Constituent Call,348 Bowdoin St,CM,Ward 15,Dorchester,C11,03,348 Bowdoin St  Dorchester  MA  02125,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/05/2014 07:27:23 AM,-71.06467,42.30877,101001103599
0101000020E610000094DE37BEF6C851C0F1D7648D7A2C4540,289,2134,2109,15,9,11,Constituent Call,43 Boulevard Ter,R3,Ward 21,Allston / Brighton,D14,04,43 Boulevard Ter  Allston  MA  02134,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,05/15/2014 11:37:16 AM,-71.14006,42.34749,101001090189
0101000020E61000003A1E335019C551C0CC0BB08F4E294540,290,2119,1204,13,7,7,Constituent Call,53 Copeland St,R3,Ward 12,Roxbury,B2,10B,53 Copeland St  Roxbury  MA  02119,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,05/05/2014 01:35:13 PM,-71.07967,42.32271,101001082076
0101000020E6100000B9DFA128D0C951C0448655BC91254540,291,2132,2019,12,6,9,Self Service,501 Weld St,R1,Ward 20,West Roxbury,E5,06,501 Weld St  West Roxbury  MA  02132,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,10/21/2013 08:12:10 PM,-71.15333,42.29351,101000950834
0101000020E6100000249C16BCE8C351C0DD1FEF552B274540,292,2122,1509,8,3,7,Constituent Call,46 Lyon St,CM,Ward 15,Dorchester,C11,03,46 Lyon St  Dorchester  MA  02122,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/26/2014 10:10:18 AM,-71.06108,42.30601,101001116571
0101000020E61000002A6F47382DC851C0850838842A254540,293,,805,13,7,7,Constituent Call,INTERSECTION Dudley St & North Ave,,Ward 8,Roxbury,B2,03,INTERSECTION of Dudley St & North Ave  Roxbury  MA,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/14/2013 04:19:12 PM,-71.12776,42.29036,101000901844
0101000020E61000005969520ABAC951C0282CF180B2254540,294,2132,2019,12,6,9,Self Service,1 Courtney Rd,R1,Ward 20,West Roxbury,E5,06,1 Courtney Rd  West Roxbury  MA  02132,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,10/24/2013 06:43:16 PM,-71.15198,42.29451,101000953664
0101000020E6100000D0ED258DD1C451C0BBB88D06F02A4540,295,2118,802,6,2,4,Constituent Call,690 Massachusetts Ave,CM,Ward 8,South End,D4,1C,690 Massachusetts Ave  Roxbury  MA  02118,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,01/06/2014 05:10:35 PM,-71.07529,42.33545,101000999375
0101000020E6100000529B38B9DFC351C04DF8A57EDE2C4540,296,2111,308,4,2,4,Constituent Call,72 Kneeland St,C,Ward 3,Downtown / Financial District,A1,1C,72 Kneeland St  Boston  MA  02111,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/08/2014 01:51:16 PM,-71.06053,42.35054,101001123979
0101000020E610000052EDD3F198C551C0A0FD4811192A4540,297,2119,905,13,7,7,Constituent Call,13 Kenilworth St,R2,Ward 9,Roxbury,B2,10B,13 Kenilworth St  Roxbury  MA  02119,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,03/11/2014 11:19:36 AM,-71.08746,42.32889,101001044808
0101000020E6100000BF823463D1CA51C0A51309A69A254540,298,,2201,15,9,11,Constituent Call,INTERSECTION Coolidge Rd & Haskell St,,Ward 22,Allston / Brighton,D14,04,INTERSECTION of Coolidge Rd & Haskell St  Allston  MA,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/30/2014 03:08:55 PM,-71.16903,42.293782,101001118741
0101000020E6100000A3AF20CD58CA51C0153AAFB14B244540,299,2132,2013,12,6,12,Constituent Call,516 Lagrange St,R1,Ward 20,West Roxbury,E5,06,516 Lagrange St  West Roxbury  MA  02132,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/11/2013 04:47:54 PM,-71.16167,42.28356,101000857929
0101000020E61000009D11A5BDC1C351C05917B7D1002E4540,300,,,,,,Constituent Call,,,,,,,,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,02/12/2014 12:35:08 PM,-71.0587,42.3594,101001024861
0101000020E610000095438B6CE7C351C05BB6D617092D4540,301,2111,308,4,2,4,Constituent Call,34 Harrison Ave,RC,Ward 3,Downtown / Financial District,A1,1C,34 Harrison Ave  Boston  MA  02111,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,02/12/2014 12:36:42 PM,-71.061,42.35184,101001024862
0101000020E61000003F3A75E5B3CA51C02C82FFAD64234540,302,2132,2005,12,6,12,Constituent Call,202 Baker St,R4,Ward 20,West Roxbury,E5,06,202 Baker St  West Roxbury  MA  02132,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/31/2013 09:38:08 AM,-71.16723,42.27651,101000890976
0101000020E6100000D36A48DC63C551C0D09B8A5418274540,303,2121,1403,13,4,7,Constituent Call,538 Blue Hill Ave,C,Ward 14,Roxbury,B2,03,538 Blue Hill Ave  Dorchester  MA  02121,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/15/2014 03:51:08 PM,-71.08422,42.30543,101001129552
0101000020E6100000349F73B7EBC651C0E42D573F36294540,304,2130,1901,11,6,9,Self Service,9 Forbes St,R3,19,Jamaica Plain,E13,02,9 Forbes St  Jamaica Plain  MA  02130,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/02/2014 08:16:57 PM,-71.108137,42.321968,101001102077
0101000020E61000002B6A300DC3C351C024B9FC87F4274540,305,2125,1504,8,3,7,Constituent Call,104 Pleasant St,R3,Ward 15,Dorchester,C11,03,104 Pleasant St  Dorchester  MA  02125,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,05/29/2014 10:19:47 AM,-71.05878,42.31215,101001099519
0101000020E6100000F7729F1C05C651C06E2D93E178284540,306,2119,1103,13,7,9,Constituent Call,30-108 Westminster Ave,,11,Roxbury,B2,10B,30-108 Westminster Ave  Roxbury  MA  02119,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/18/2014 08:29:37 AM,-71.094062,42.316189,101001131727
0101000020E6100000D3D9C9E028C551C00FD6FF39CC274540,307,2121,1401,13,4,7,Constituent Call,85 Brunswick St,R3,Ward 14,Roxbury,B2,03,85 Brunswick St  Dorchester  MA  02121,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,04/30/2014 09:45:37 AM,-71.08062,42.31092,101001078492
0101000020E61000006FBBD05CA7C551C014799274CD2C4540,308,2115,509,14,8,4,Constituent Call,404 Marlborough St,R4,Ward 5,Back Bay,D4,1C,404 Marlborough St  Boston  MA  02115,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/21/2014 12:49:50 PM,-71.08834,42.35002,101001133604
0101000020E610000095438B6CE7C351C062DBA2CC062D4540,309,2111,308,4,2,4,Constituent Call,36-38 Harrison Ave,RC,Ward 3,Downtown / Financial District,A1,1C,36-38 Harrison Ave  Boston  MA  02111,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,02/12/2014 12:40:45 PM,-71.061,42.35177,101001024868
0101000020E61000006A9A779CA2C551C038F3AB3940244540,310,2124,1405,9,4,8,Constituent Call,44 Wildwood St,R2,Ward 14,Greater Mattapan,B3,07,44 Wildwood St  Dorchester  MA  02124,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/24/2014 08:57:11 AM,-71.08805,42.28321,101001114596
0101000020E610000095B20C71ACC551C0CA37DBDC98224540,311,2126,1804,9,4,8,Constituent Call,379 River St,R2,Ward 18,Greater Mattapan,B3,07,379 River St  Mattapan  MA  02126,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/23/2014 09:15:37 AM,-71.08865,42.27029,101001113728
0101000020E61000009D11A5BDC1C351C05917B7D1002E4540,312,,,,,,Constituent Call,,,,,,,,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,05/02/2014 01:30:52 PM,-71.0587,42.3594,101001080421
0101000020E6100000AF997CB3CDC351C0DBBFB2D2A4284540,313,2125,1306,7,3,7,Constituent Call,17 Pleasant St,R3,Ward 13,Dorchester,C11,03,17 Pleasant St  Dorchester  MA  02125,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/21/2014 01:46:27 PM,-71.05943,42.31753,101001113256
0101000020E610000020EF552B13C251C05BCEA5B8AA304540,314,2128,109,1,1,1,Self Service,171 Trenton St,R3,Ward 1,East Boston,A7,09,171 Trenton St  East Boston  MA  02128,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/23/2013 12:07:32 PM,-71.03242,42.38021,101000885397
0101000020E610000070EB6E9EEAC451C0783BC269C12B4540,315,2118,403,6,2,4,Self Service,119 W Newton St,R4,Ward 4,South End,D4,1C,119 W Newton St  Roxbury  MA  02118,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/22/2014 08:35:29 PM,-71.07682,42.34184,101001134974
0101000020E6100000E99AC937DBC651C045088F368E284540,316,2130,1904,11,6,9,Self Service,175-175A Chestnut Ave,R2,Ward 19,Jamaica Plain,E13,02,175-175A Chestnut Ave  Jamaica Plain  MA  02130,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/22/2014 11:29:04 AM,-71.10713,42.31684,101001134478
0101000020E61000009626A5A0DBC951C0FC9FC37C79214540,317,2132,2003,10,6,12,Self Service,41 De Soto Rd,R1,Ward 20,West Roxbury,E5,06,41 De Soto Rd  West Roxbury  MA  02132,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/23/2014 10:18:30 AM,-71.15403,42.26152,101001135284
0101000020E6100000FEF0F3DF83C951C06B60AB048B2D4540,318,2135,2206,15,9,11,Constituent Call,204 N Beacon St,C,Ward 22,Allston / Brighton,D14,04,204 N Beacon St  Brighton  MA  02135,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/23/2014 07:45:56 AM,-71.148674,42.355805,101001135067
0101000020E6100000DCBA9BA73AC051C0FD135CACA8314540,319,2128,113,1,1,1,Constituent Call,5 Blackinton St,R4,Ward 1,East Boston,A7,09,5 Blackinton St  East Boston  MA  02128,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/23/2014 12:11:04 PM,-71.00358,42.38796,101001135457
0101000020E61000009D11A5BDC1C351C05917B7D1002E4540,320,,,,,,Constituent Call,,,,,,,,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/23/2014 07:53:06 AM,-71.0587,42.3594,101001135081
0101000020E6100000B8921D1B81C051C0A1BE654E97314540,321,2128,113,1,1,1,Constituent Call,4 Ford St,R2,Ward 1,East Boston,A7,09,4 Ford St  East Boston  MA  02128,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/23/2014 02:30:33 PM,-71.00788,42.38743,101001135602
0101000020E61000000CACE3F8A1C351C02367614F3B2A4540,322,2127,706,5,2,6,Constituent Call,582 Dorchester Ave,,07,South Boston,C6,05,582 Dorchester Ave  South Boston  MA  02127,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/23/2014 09:47:17 AM,-71.056761,42.329935,101001135240
0101000020E610000045D7851F9CC651C06C3F19E3C32A4540,323,2120,1003,14,8,9,Constituent Call,2 Wigglesworth St,R3,Ward 10,Mission Hill,B2,10A,2 Wigglesworth St  Mission Hill  MA  02120,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/24/2014 04:17:49 PM,-71.103279,42.334103,101001136467
0101000020E61000000473F4F8BDC351C0FD82DDB06D294540,324,2125,708,5,2,6,Constituent Call,32 Dorset St,R3,Ward 7,Dorchester,C6,03,32 Dorset St  Dorchester  MA  02125,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/24/2014 08:02:49 AM,-71.05847,42.32366,101001135949
0101000020E61000001F11532289C651C0A3586E6935284540,325,2130,1106,11,6,9,Constituent Call,15 Germania St,CM,Ward 11,Jamaica Plain,E13,02,15 Germania St  Jamaica Plain  MA  02130,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/25/2014 09:50:22 AM,-71.10212,42.31413,101001136865
0101000020E6100000DF89592F86C651C0AA7D3A1E33284540,326,2130,1106,11,6,9,Constituent Call,9 Germania St,R2,Ward 11,Jamaica Plain,E13,02,9 Germania St  Jamaica Plain  MA  02130,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/25/2014 09:57:04 AM,-71.10194,42.31406,101001136874
0101000020E61000000D54C6BFCFC251C06C5B94D9202B4540,327,2127,604,5,2,6,Constituent Call,23 Dorchester St,CM,Ward 6,South Boston / South Boston Waterfront,C6,05,23 Dorchester St  South Boston  MA  02127,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/25/2014 07:21:26 AM,-71.04393,42.33694,101001136619
0101000020E6100000EC12D55B03C151C02237C30DF8304540,328,2128,111,1,1,1,Constituent Call,97 Horace St,R2,Ward 1,East Boston,A7,09,97 Horace St  East Boston  MA  02128,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/25/2014 08:19:01 AM,-71.01583,42.38257,101001136654
0101000020E610000014799274CDC651C0A4DFBE0E9C274540,329,2130,1107,11,6,9,Self Service,17 Union Ave,R1,Ward 11,Jamaica Plain,E13,02,17 Union Ave  Jamaica Plain  MA  02130,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/25/2014 02:44:02 PM,-71.10629,42.30945,101001137193
0101000020E6100000DE6C73637AC651C0309413ED2A284540,330,2130,1106,11,6,9,Constituent Call,209 Boylston St,R3,Ward 11,Jamaica Plain,E13,02,209 Boylston St  Jamaica Plain  MA  02130,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/25/2014 10:36:18 AM,-71.10122,42.31381,101001136934
0101000020E6100000B2463D44A3C951C081785DBF602B4540,331,2135,2115,15,9,11,Constituent Call,34 Chiswick Rd,A,Ward 21,Allston / Brighton,D14,04,34 Chiswick Rd  Brighton  MA  02135,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/26/2014 05:04:41 PM,-71.15059,42.33889,101001137620
0101000020E6100000CBDB114E0BC251C0F8C264AA60304540,332,2128,106,1,1,1,Constituent Call,143 Putnam St,R3,Ward 1,East Boston,A7,09,143 Putnam St  East Boston  MA  02128,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/27/2014 10:52:53 PM,-71.03194,42.37795,101001137895
0101000020E6100000386744696FC451C0618E1EBFB7254540,333,2124,1703,9,4,8,Constituent Call,3 Hooper St,R1,Ward 17,Dorchester,C11,07,3 Hooper St  Dorchester  MA  02124,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/28/2014 01:18:39 PM,-71.0693,42.29467,101001138484
0101000020E61000009F93DE37BEC451C0F4893C49BA264540,334,2121,1404,8,4,7,Constituent Call,10 Mallon Rd,R2,Ward 14,Dorchester,C11,03,10 Mallon Rd  Dorchester  MA  02121,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/28/2014 12:15:26 PM,-71.07411,42.30256,101001138411
0101000020E610000004FF5BC98EC351C0E010AAD4EC294540,335,2127,707,5,2,6,Constituent Call,234 Monsignor Dennis F O'Callaghan Way,E,07,South Boston / South Boston Waterfront,C6,05,234 Monsignor Dennis F O'Callaghan Way  South Boston  MA  02127,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/28/2014 09:36:03 AM,-71.05559,42.32754,101001138150
0101000020E610000052D0ED258DC551C02237C30DF82C4540,336,2115,509,14,8,4,Constituent Call,12 Hereford St,CM,Ward 5,Back Bay,D4,1C,12 Hereford St  Boston  MA  02115,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/28/2014 10:28:35 AM,-71.08674,42.35132,101001138231
0101000020E6100000CFF23CB83BC951C09413ED2AA4244540,337,2131,2008,10,5,9,Constituent Call,311 Belgrade Ave,R3,Ward 20,Roslindale,E5,06,311 Belgrade Ave  Roslindale  MA  02131,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/29/2014 08:41:51 AM,-71.14427,42.28626,101001139004
0101000020E6100000A6B8AAECBBC451C03411363CBD264540,338,2121,1404,8,4,7,Constituent Call,6 Mallon Rd,R2,Ward 14,Dorchester,C11,03,6 Mallon Rd  Dorchester  MA  02121,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/29/2014 02:59:00 PM,-71.07397,42.30265,101001139403
0101000020E61000007E00529B38C951C0DBBFB2D2A4244540,339,2131,2008,10,5,9,Constituent Call,305 Belgrade Ave,R4,Ward 20,Roslindale,E5,06,305 Belgrade Ave  Roslindale  MA  02131,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/29/2014 08:35:59 AM,-71.14408,42.28628,101001138989
0101000020E6100000AE122C0E67C451C090BDDEFDF1264540,340,2122,1502,8,4,7,Constituent Call,11 Topliff St,R3,Ward 15,Dorchester,C11,03,11 Topliff St  Dorchester  MA  02122,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/29/2014 08:44:46 AM,-71.06879,42.30426,101001139011
0101000020E61000005951836918C451C0B003E78C28254540,341,2124,1603,8,3,8,Constituent Call,19 Santuit St,R3,Ward 16,Dorchester,C11,07,19 Santuit St  Dorchester  MA  02124,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/30/2014 08:41:14 AM,-71.06399,42.2903,101001139775
0101000020E61000006DCA15DEE5C651C0F1F44A5986284540,342,2130,1904,11,6,9,Constituent Call,78 Spring Park Ave,A,Ward 19,Jamaica Plain,E13,02,78 Spring Park Ave  Jamaica Plain  MA  02130,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/30/2014 08:38:21 AM,-71.10778,42.3166,101001139769
0101000020E6100000F949B54FC7C351C0BD6F7CED99294540,343,2125,708,5,2,6,Constituent Call,130 Boston St,R3,Ward 7,Dorchester,C6,03,130 Boston St  Dorchester  MA  02125,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/30/2014 09:02:12 AM,-71.05904,42.32501,101001139816
0101000020E6100000605793A7ACC451C0F33E8EE6C8284540,344,2125,1302,13,7,7,Self Service,20 Woodward Park St,EA,Ward 13,Roxbury,B2,03,20 Woodward Park St  Dorchester  MA  02125,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/30/2014 11:53:17 AM,-71.073038,42.318631,101001140097
0101000020E61000002BDEC83CF2C351C08F8D40BCAE274540,345,2122,1504,8,3,7,Constituent Call,12 Navillus Ter,R3,Ward 15,Dorchester,C11,03,12 Navillus Ter  Dorchester  MA  02122,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/30/2014 03:33:40 PM,-71.06166,42.31002,101001140370
0101000020E6100000C85EEFFE78C551C098DD938785264540,346,2121,1407,8,4,7,Constituent Call,682 Blue Hill Ave,R4,Ward 14,Greater Mattapan,B3,03,682 Blue Hill Ave  Dorchester  MA  02121,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/30/2014 03:23:35 PM,-71.08551,42.30095,101001140354
0101000020E61000004985B18520C551C0E6913F1878264540,347,2121,1402,8,4,7,Constituent Call,48 Harlem St,R3,Ward 14,Greater Mattapan,B3,03,48 Harlem St  Dorchester  MA  02121,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/30/2014 09:03:23 AM,-71.08011,42.30054,101001139821
0101000020E61000005DA79196CAC351C0997CB3CD8D294540,348,2125,708,5,2,6,Constituent Call,140-142 Boston St,R3,Ward 7,Dorchester,C6,03,140-142 Boston St  Dorchester  MA  02125,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/30/2014 09:03:22 AM,-71.05924,42.32464,101001139820
0101000020E610000057CF49EF1BC551C0168733BF9A274540,349,2121,1401,13,4,7,Self Service,96 Normandy St,R3,Ward 14,Roxbury,B2,03,96 Normandy St  Dorchester  MA  02121,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/31/2014 01:00:35 PM,-71.07983,42.30941,101001141021
0101000020E610000064DF15C1FFC051C070EB6E9EEA304540,350,2128,111,1,1,1,Constituent Call,169 Byron St,R2,Ward 1,East Boston,A7,09,169 Byron St  East Boston  MA  02128,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/31/2014 09:24:15 AM,-71.01561,42.38216,101001140759
0101000020E6100000967840D994C551C0DCBA9BA73A2C4540,351,2115,405,14,7,4,Constituent Call,183-185A Massachusetts Ave,CM,Ward 4,Back Bay,D4,10A,183-185A Massachusetts Ave  Boston  MA  02115,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/31/2014 02:46:57 PM,-71.08721,42.34554,101001141122
0101000020E6100000F05014E813C151C00D37E0F3C3304540,352,2128,111,1,1,1,Constituent Call,100 Cowper St,R2,Ward 1,East Boston,A7,09,100 Cowper St  East Boston  MA  02128,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/31/2014 11:05:54 AM,-71.01684,42.38098,101001140880
0101000020E61000009D11A5BDC1C351C05917B7D1002E4540,353,,,,,,Constituent Call,,,,,,,,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/31/2014 09:33:25 AM,-71.0587,42.3594,101001140766
0101000020E6100000BE13B35E0CC551C086E63A8DB4244540,354,2124,1707,9,4,8,Constituent Call,17 Milton Ave,R2,Ward 17,Dorchester,B3,07,17 Milton Ave  Dorchester  MA  02124,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,Case Closed NOVIO: No Violation Found/No Cause,Open,,06/18/2014 03:30:40 PM,-71.07888,42.28676,101001111244
0101000020E61000009D11A5BDC1C351C05917B7D1002E4540,355,,,,,,Constituent Call,,,,,,,,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/01/2014 11:23:12 AM,-71.0587,42.3594,101001141756
0101000020E61000009BE61DA7E8CA51C0A930B610E42C4540,356,2135,2204,15,9,11,Self Service,19 Tip Top St,R1,Ward 22,Allston / Brighton,D14,04,19 Tip Top St  Brighton  MA  02135,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,Case Closed CLOSED: Closed/No Permit,Open,,08/04/2014 11:46:08 AM,-71.17045,42.35071,101001142898
0101000020E610000062156F641EC951C0E7A90EB9192E4540,357,2135,2205,15,9,11,Constituent Call,34 School St,R1,Ward 22,Allston / Brighton,D14,04,34 School St  Brighton  MA  02135,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/04/2014 09:53:22 AM,-71.14248,42.36016,101001142738
0101000020E61000000C3CF71E2EC751C0317C444C892A4540,358,2115,1004,14,8,9,Constituent Call,390-394 Riverway,CM,10,Mission Hill,B2,10A,390-394 Riverway   Boston  MA  02115,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/04/2014 02:10:46 PM,-71.11219,42.332315,101001143086
0101000020E61000009D11A5BDC1C351C05917B7D1002E4540,359,2135,2207,15,9,11,Constituent Call,525 Washington St,,22,Brighton,D14,04,525 Washington St  Brighton  MA  02135,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/04/2014 02:31:24 PM,-71.0587,42.3594,101001143111
0101000020E61000007FBC57AD4CC851C076543541D41D4540,360,2136,1820,10,5,12,Self Service,37 Meadowview Rd,R1,Ward 18,Hyde Park,E18,08,37 Meadowview Rd  Hyde Park  MA  02136,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/04/2014 04:32:47 PM,-71.12968,42.23304,101001143259
